gender,ownhome,approval_senator2,partisan_identity,voted_president_party,protestantism_branch,has_child,religion,union_membership,religion_importance,approval_president,race_ethnicity,approval_governor,citizen,age,economy_retro,educ,approval_house_representative,church_attendance,employment_status,family_income,uninsured,no_immediate_family_served_military,state,year,union_membership_household,evangelical,approval_senator1,marital_status,interest_in_news,ideology,voted_general_election,registered_party,voted_senator_party,intention_house_representative_vote,registration_status,intention_to_vote,intention_president_vote,self_reported_turnout,intention_senator_vote,voted_house_representative_party,intention_governor_vote,voted_governor_party
Female,Own,Approve / Somewhat Approve,Not Very Strong Republican,Republican,Not protestant,No,Roman Catholic,union,Very Important,Strongly Approve,Asian,Strongly Approve,Citizen,60,Gotten better / somewhat better,4-Year,Strongly Approve,Once a Week,Homemaker,100k - 120k,No,Yes,Florida,2020,union_hh,Yes,Strongly Approve,Married,Most of the time,Conservative,Voted,No Record of Party Registration,,Republican,Active,"Yes, definitely",Republican,Yes,,Republican,,
Male,Other,Approve / Somewhat Approve,Not Very Strong Democrat,,Not protestant,No,Buddhist,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,Citizen,20,Gotten much worse,High School Graduate,Disapprove / Somewhat Disapprove,A Few Times a Year,Part-Time,20k - 30k,No,Yes,California,2012,union_hh,Yes,Approve / Somewhat Approve,Single / Never Married,Some of the time,Liberal,No Record of Voting,No Record of Party Registration,,Democratic,No Record of Registration,Probably,Democratic,,Democratic,,,
Female,Own,Disapprove / Somewhat Disapprove,Strong Democrat,,Nondenominational or Independent Church,Yes,Protestant,union,Very Important,Strongly Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,32,Gotten worse / somewhat worse,4-Year,Strongly Disapprove,Once a Week,Full-Time,30k - 40k,No,Yes,Oklahoma,2018,union_hh,Yes,Disapprove / Somewhat Disapprove,Married,Most of the time,Very Conservative,No Record of Voting,No Record of Party Registration,,Democratic,No Record of Registration,"Yes, definitely",,No,,,Democratic,
Female,Rent,Approve / Somewhat Approve,Strong Democrat,Democratic,Not protestant,No,Hindu,union,Very Important,Strongly Approve,Asian,Strongly Approve,Citizen,46,Gotten better / somewhat better,Post-Grad,Strongly Disapprove,Once or Twice a Month,Full-Time,150k+,No,Yes,California,2016,union_hh,No,Strongly Approve,Married,Some of the time,Conservative,Voted,No Record of Party Registration,Democratic,,Active,"Yes, definitely",Democratic,Yes,Democratic,Democratic,,
Female,Rent,Never Heard / Not Sure,Independent,,Nondenominational or Independent Church,No,Protestant,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Strongly Approve,Citizen,25,Not sure,Some College,Never Heard / Not Sure,Once a Week,Student,Prefer not to say,No,Yes,Kansas,2020,union_hh,Yes,Never Heard / Not Sure,Single / Never Married,Only now and then,Moderate,No Record of Voting,No Record of Party Registration,,,No Record of Registration,"Yes, definitely",,,Democratic,,,
Female,Other,Never Heard of this Person,Not Sure,,Not protestant,Yes,Muslim,union,Very Important,Approve / Somewhat Approve,Asian,Never Heard / Not Sure,,29,Stayed about the same,High School Graduate,Never Heard of this Person,More Than Once a Week,Homemaker,Prefer not to say,No,Yes,Pennsylvania,2013,union_hh,No,Never Heard of this Person,Married,Some of the time,Not Sure,,,,,,,,,,,,
Female,Own,Approve / Somewhat Approve,Not Sure,,Not protestant,No,Something Else,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,27,Not sure,Some College,Approve / Somewhat Approve,Never,Full-Time,40k - 50k,No,Yes,California,2012,union_hh,No,Approve / Somewhat Approve,Single / Never Married,Don't Know,Not Sure,No Record of Voting,No Record of Party Registration,,,No Record of Registration,Plan to vote early,,,,,,
Female,,Never Heard / Not Sure,Strong Democrat,Did not Vote,Something Else,Yes,Protestant,union,Very Important,Strongly Disapprove,Asian,Never Heard / Not Sure,Non-Citizen,29,Gotten much worse,4-Year,Never Heard / Not Sure,Once a Week,Homemaker,60k - 70k,,Yes,Pennsylvania,2008,union_hh,No,Never Heard / Not Sure,Married,Some of the time,Very Liberal,No Record of Voting,,,,Unregistered,,Democratic,,,,,
Male,Own,Never Heard of this Person,Independent,,Presbyterian,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,91,Stayed about the same,No HS,Never Heard of this Person,Seldom,Retired,100k - 120k,No,Yes,Maryland,2014,union_hh,Yes,Never Heard of this Person,Widowed,Don't Know,Very Conservative,No Record of Voting,No Record of Party Registration,,,No Record of Registration,No,,No,,,,
Male,Own,Approve / Somewhat Approve,Strong Republican,Republican,Not protestant,No,Buddhist,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,62,Gotten worse / somewhat worse,2-Year,Strongly Approve,More Than Once a Week,Unemployed,20k - 30k,No,No,California,2021,union_hh,No,Strongly Disapprove,Single / Never Married,Most of the time,Very Conservative,,,,,,,,,,,,
Male,Rent,Disapprove / Somewhat Disapprove,Not Very Strong Republican,,Not protestant,No,Roman Catholic,union,Very Important,Approve / Somewhat Approve,Asian,Strongly Approve,Citizen,35,Gotten worse / somewhat worse,High School Graduate,Disapprove / Somewhat Disapprove,Once a Week,Permanently Disabled,Prefer not to say,Yes,Yes,California,2020,union_hh,Yes,Disapprove / Somewhat Disapprove,Single / Never Married,Hardly at all,Liberal,No Record of Voting,No Record of Party Registration,,Republican,Unregistered,No,Republican,,,,,
Female,Other,Disapprove / Somewhat Disapprove,Lean Republican,Republican,Baptist,No,Protestant,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Approve / Somewhat Approve,Citizen,29,Gotten worse / somewhat worse,4-Year,Strongly Approve,Once a Week,Full-Time,Prefer not to say,No,Yes,California,2014,union_hh,Yes,Disapprove / Somewhat Disapprove,Single / Never Married,Some of the time,Conservative,No Record of Voting,No Record of Party Registration,,Republican,No Record of Registration,Plan to vote early,,,,,,
Female,Own,Never Heard / Not Sure,Lean Democrat,Other Candidate,Not protestant,No,Hindu,union,Very Important,Strongly Approve,Asian,Never Heard / Not Sure,Citizen,48,Stayed about the same,4-Year,Never Heard / Not Sure,A Few Times a Year,Unemployed,120k - 150k,No,Yes,Illinois,2016,union_hh,No,Never Heard / Not Sure,Married,Most of the time,Liberal,No Record of Voting,No Record of Party Registration,Democratic,,No Record of Registration,"Yes, definitely",Democratic,Yes,Democratic,Democratic,,
Male,Own,Approve / Somewhat Approve,Not Very Strong Democrat,,Not protestant,Yes,Buddhist,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,38,Gotten worse / somewhat worse,High School Graduate,Approve / Somewhat Approve,A Few Times a Year,Unemployed,40k - 50k,Yes,Yes,Florida,2020,union_hh,Yes,Disapprove / Somewhat Disapprove,Married,Don't Know,Not Sure,No Record of Voting,No Record of Party Registration,,Democratic,Unregistered,Undecided,Democratic,,,,,
Female,Rent,Never Heard of this Person,,,Pentecostal,No,Protestant,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Non-Citizen,24,Stayed about the same,4-Year,Approve / Somewhat Approve,More Than Once a Week,Homemaker,Less than 10k,No,No,Hawaii,2014,union_hh,Yes,Approve / Somewhat Approve,Married,Some of the time,Moderate,No Record of Voting,No Record of Party Registration,,Republican,No Record of Registration,Probably,,,,,Republican,
Female,Own,Never Heard / Not Sure,Strong Republican,Republican,Baptist,Yes,Protestant,union,Very Important,Strongly Approve,Asian,Never Heard / Not Sure,Citizen,43,Gotten worse / somewhat worse,Post-Grad,Never Heard / Not Sure,Once a Week,Full-Time,80k - 100k,Yes,Yes,Georgia,2020,union_hh,Yes,Never Heard / Not Sure,Married,Only now and then,Very Conservative,Voted,No Record of Party Registration,Republican,,Active,"Yes, definitely",Republican,Yes,,Republican,,
Female,Other,Never Heard / Not Sure,Not Sure,,Not protestant,No,Hindu,union,Very Important,Never Heard / Not Sure,Asian,Never Heard / Not Sure,Citizen,22,Gotten much worse,4-Year,Never Heard / Not Sure,Seldom,Unemployed,Prefer not to say,No,Yes,Washington,2020,union_hh,Yes,Never Heard / Not Sure,Single / Never Married,Only now and then,Not Sure,No Record of Voting,No Record of Party Registration,,,Unregistered,No,,,,,,
Female,Rent,Never Heard of this Person,Independent,,Not protestant,No,Muslim,union,Very Important,Strongly Disapprove,Asian,Never Heard / Not Sure,Citizen,20,Stayed about the same,High School Graduate,Never Heard of this Person,Once a Week,Student,20k - 30k,No,Yes,New York,2018,union_hh,No,Never Heard of this Person,Single / Never Married,Don't Know,Not Sure,No Record of Voting,No Record of Party Registration,,,No Record of Registration,Undecided,,,,,,
Female,Own,Approve / Somewhat Approve,Not Very Strong Democrat,Democratic,Something Else,No,Protestant,union,Very Important,Approve / Somewhat Approve,Asian,Disapprove / Somewhat Disapprove,Citizen,69,Gotten worse / somewhat worse,High School Graduate,Approve / Somewhat Approve,Once a Week,Retired,30k - 40k,No,Yes,California,2012,union_hh,No,Strongly Approve,Widowed,Only now and then,Not Sure,No Record of Voting,No Record of Party Registration,Democratic,Democratic,No Record of Registration,"Yes, definitely",Democratic,Yes,Democratic,Democratic,,
Male,Own,Approve / Somewhat Approve,Not Very Strong Republican,Republican,Nondenominational or Independent Church,Yes,Protestant,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,52,Gotten much worse,4-Year,Disapprove / Somewhat Disapprove,Once or Twice a Month,Full-Time,70k - 80k,No,Yes,California,2022,union_hh,Yes,Strongly Disapprove,Married,Most of the time,Conservative,,,Republican,Republican,,"Yes, definitely",,Yes,Republican,Republican,Republican,Republican
Male,,Never Heard / Not Sure,Independent,Republican,Not protestant,Yes,Something Else,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,36,Gotten much worse,Post-Grad,Never Heard / Not Sure,A Few Times a Year,Full-Time,150k+,,Yes,California,2008,union_hh,Yes,Never Heard / Not Sure,Married,Some of the time,Not Sure,No Record of Voting,,,,Active,,,Yes,,,,
Male,Rent,Never Heard / Not Sure,Not Sure,,Not protestant,No,Something Else,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Never Heard / Not Sure,Non-Citizen,22,Not sure,High School Graduate,Never Heard / Not Sure,Seldom,Unemployed,10k - 20k,No,Yes,Georgia,2020,union_hh,No,Never Heard / Not Sure,Single / Never Married,Some of the time,Moderate,No Record of Voting,No Record of Party Registration,,Democratic,No Record of Registration,No,,,,,,
Male,Rent,Never Heard / Not Sure,Independent,,Not protestant,No,Muslim,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Strongly Approve,Non-Citizen,54,Stayed about the same,Some College,Never Heard / Not Sure,More Than Once a Week,Unemployed,50k - 60k,No,Yes,New York,2012,union_hh,No,Never Heard / Not Sure,Married,Some of the time,Very Conservative,No Record of Voting,No Record of Party Registration,,,No Record of Registration,No,,,,,,
Female,Rent,Never Heard / Not Sure,Strong Republican,Democratic,Nondenominational or Independent Church,No,Protestant,union,Very Important,Approve / Somewhat Approve,Asian,Never Heard / Not Sure,Citizen,23,Stayed about the same,4-Year,Never Heard / Not Sure,More Than Once a Week,Student,Prefer not to say,No,Yes,Pennsylvania,2010,union_hh,Yes,Never Heard / Not Sure,Single / Never Married,Only now and then,Conservative,No Record of Voting,,,,No Record of Registration,,,No,Republican,,Republican,
Female,Own,Never Heard / Not Sure,Not Very Strong Republican,Republican,Baptist,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,70,Gotten much worse,4-Year,Approve / Somewhat Approve,Once a Week,Retired,20k - 30k,No,Yes,California,2021,union_hh,No,Approve / Somewhat Approve,Divorced,Most of the time,Conservative,,,,,,,,,,,,
Female,Own,Approve / Somewhat Approve,Independent,,Baptist,Yes,Protestant,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,31,Stayed about the same,High School Graduate,Disapprove / Somewhat Disapprove,More Than Once a Week,Homemaker,80k - 100k,No,No,Missouri,2016,union_hh,Yes,Approve / Somewhat Approve,Married,Some of the time,Liberal,No Record of Voting,No Record of Party Registration,,,No Record of Registration,No,Republican,,,,,
Female,Own,Strongly Approve,Strong Republican,Republican,Not protestant,Yes,Buddhist,union,Very Important,Strongly Disapprove,Asian,Strongly Approve,,33,Stayed about the same,4-Year,Never Heard / Not Sure,Seldom,Homemaker,70k - 80k,No,Yes,Illinois,2015,union_hh,No,Strongly Disapprove,Married,Most of the time,Moderate,,,,,,,,,,,,
Female,Own,Approve / Somewhat Approve,Not Very Strong Democrat,,Not protestant,No,Hindu,union,Very Important,Strongly Approve,Asian,Strongly Approve,,46,Stayed about the same,Post-Grad,Approve / Somewhat Approve,Once a Week,Student,10k - 20k,Yes,Yes,Illinois,2014,union_hh,No,Strongly Approve,Married,Some of the time,Liberal,No Record of Voting,No Record of Party Registration,,,No Record of Registration,No,,No,Democratic,,Democratic,
Female,Own,Strongly Approve,Lean Republican,,Nondenominational or Independent Church,Yes,Protestant,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Non-Citizen,38,Stayed about the same,4-Year,Strongly Disapprove,More Than Once a Week,Homemaker,100k - 120k,No,Yes,Colorado,2016,union_hh,Yes,Strongly Disapprove,Married,Some of the time,Very Conservative,No Record of Voting,No Record of Party Registration,,Republican,Unregistered,No,,,Republican,,,
Female,,Strongly Approve,Strong Republican,Republican,Not protestant,No,Something Else,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,61,Gotten much worse,2-Year,Strongly Disapprove,Once a Week,Other,30k - 40k,,No,New Hampshire,2008,union_hh,Yes,Strongly Approve,Married,Most of the time,Very Conservative,Voted,,Republican,Republican,Active,,Republican,Yes,Republican,Republican,Republican,Republican
Female,Other,Disapprove / Somewhat Disapprove,Independent,,Baptist,No,Protestant,union,Very Important,Approve / Somewhat Approve,Asian,Never Heard / Not Sure,Citizen,20,Gotten better / somewhat better,High School Graduate,Disapprove / Somewhat Disapprove,More Than Once a Week,Student,Prefer not to say,No,No,California,2014,union_hh,No,Disapprove / Somewhat Disapprove,Single / Never Married,Hardly at all,Moderate,No Record of Voting,No Record of Party Registration,,Democratic,No Record of Registration,No,,,,,Democratic,
Female,Rent,Never Heard / Not Sure,Lean Democrat,,Not protestant,No,Muslim,union,Very Important,Strongly Disapprove,Asian,Strongly Approve,Citizen,24,Gotten much worse,Some College,Disapprove / Somewhat Disapprove,Seldom,Full-Time,Prefer not to say,No,Yes,New York,2020,union_hh,No,Never Heard / Not Sure,Single / Never Married,Some of the time,Not Sure,No Record of Voting,No Record of Party Registration,,,No Record of Registration,No,Democratic,,,,,
Female,Own,Strongly Disapprove,Strong Republican,Republican,Not protestant,Yes,Roman Catholic,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,47,Gotten much worse,4-Year,Strongly Disapprove,Once a Week,Part-Time,150k+,No,Yes,California,2016,union_hh,No,Strongly Disapprove,Married,Some of the time,Very Conservative,No Record of Voting,No Record of Party Registration,Democratic,Republican,No Record of Registration,"Yes, definitely",Republican,Yes,,Republican,,
Female,Own,Never Heard / Not Sure,Independent,Democratic,Not protestant,Yes,Muslim,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,35,Not sure,4-Year,Approve / Somewhat Approve,Never,Homemaker,70k - 80k,No,Yes,Maryland,2021,union_hh,No,Never Heard / Not Sure,Married,Only now and then,Moderate,,,,,,,,,,,,
Female,Rent,Never Heard / Not Sure,Not Very Strong Republican,Did not Vote,Not protestant,No,Hindu,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Approve / Somewhat Approve,Citizen,77,Gotten much worse,Post-Grad,Never Heard / Not Sure,Seldom,Full-Time,120k - 150k,No,Yes,New York,2022,union_hh,No,Approve / Somewhat Approve,Single / Never Married,Only now and then,Moderate,,,,,,Probably,,,Democratic,,Republican,
Male,Own,Disapprove / Somewhat Disapprove,Lean Republican,Republican,Nondenominational or Independent Church,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,66,Stayed about the same,4-Year,Never Heard of this Person,Once a Week,Retired,150k+,No,No,California,2014,union_hh,Yes,Disapprove / Somewhat Disapprove,Married,Some of the time,Conservative,No Record of Voting,No Record of Party Registration,,Republican,No Record of Registration,"Yes, definitely",,Yes,,Republican,Republican,Republican
Female,Own,,Not Sure,Other Candidate,Baptist,No,Protestant,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,20,Gotten worse / somewhat worse,Some College,Approve / Somewhat Approve,More Than Once a Week,Student,Prefer not to say,No,No,Nevada,2011,union_hh,Yes,Disapprove / Somewhat Disapprove,Single / Never Married,Only now and then,Moderate,,,,,,,,,,,,
Female,Own,Strongly Disapprove,Strong Democrat,,Baptist,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,73,Gotten worse / somewhat worse,High School Graduate,Strongly Disapprove,Never,Retired,30k - 40k,No,Yes,Texas,2018,union_hh,Yes,Strongly Disapprove,Married,Some of the time,Moderate,Voted,No Record of Party Registration,Democratic,Democratic,Active,"Yes, definitely",,Yes,Democratic,Democratic,Democratic,Democratic
